SKU,Ranking (Popularity),Name,Platform,Year,Genre,Publisher,Price
16311,351,Tom Clancy's The Division,PS4,2016,Shooter,Ubisoft,25.73
89716,352,Star Wars: Battlefront,PS2,2004,Shooter,LucasArts,71.81
24542,353,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,89.92
54524,354,The Simpsons: Road Rage,PS2,2001,Racing,Electronic Arts,32.48
44387,355,Cooking Mama 2: Dinner With Friends,DS,2007,Simulation,505 Games,25.35
72944,356,Luigi's Mansion,GC,2001,Action,Nintendo,67.62
30651,357,Star Wars: Battlefront II,PS2,2005,Shooter,LucasArts,78.03
46541,358,WWF SmackDown!,PS,2000,Fighting,THQ,69.26
60999,359,Croc: Legend of the Gobbos,PS,1997,Platform,Fox Interactive,66.66
58258,360,Grand Theft Auto: Liberty City Stories,PS2,2006,Action,Take-Two Interactive,35.75
11404,361,The Getaway,PS2,2002,Action,Sony Computer Entertainment,27.34
15441,362,Tomb Raider III: Adventures of Lara Croft,PS,1997,Action,Eidos Interactive,84.71
19980,363,James Bond 007: Agent Under Fire,PS2,2001,Shooter,Electronic Arts,27.07
49833,364,LEGO Star Wars: The Video Game,PS2,2005,Action,Eidos Interactive,81.27
53048,365,Battlefield 4,X360,2013,Shooter,Electronic Arts,97.79
81514,366,FIFA Soccer 11,X360,2010,Sports,Electronic Arts,31.45
28912,367,Rugrats in Paris: The Movie,PS,2000,Action,THQ,81.07
55398,368,Spyro 2: Ripto's Rage!,PS,1999,Platform,Sony Computer Entertainment,86.29
42199,369,Left 4 Dead,X360,2008,Shooter,Electronic Arts,26.47
64611,370,Mario & Sonic at the Olympic Winter Games,DS,2009,Sports,Sega,52.34
6716,371,Resident Evil 5,X360,2009,Action,Capcom,87.72
11870,372,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,22.06
23797,373,Assassin's Creed: Brotherhood,X360,2010,Action,Ubisoft,62.04
3637,374,Kung Fu,NES,1985,Action,Nintendo,94.12
89555,375,Batman: Arkham Asylum,X360,2009,Action,Eidos Interactive,80.41
66505,376,Clubhouse Games,DS,2006,Misc,Nintendo,53.24
58298,377,Star Wars Battlefront (2015),XOne,2015,Shooter,Electronic Arts,51.5
30184,378,Battlefield: Bad Company 2,X360,2010,Shooter,Electronic Arts,90.19
64887,379,Guitar Hero: On Tour,DS,2008,Misc,Activision,42.7
32303,380,Assassin's Creed: Unity,XOne,2014,Action,Ubisoft,52.68
35028,381,Far Cry 3,PS3,2012,Shooter,Ubisoft,73.14
4543,382,Monster Hunter 4,3DS,2013,Role-Playing,Capcom,86.84
87989,383,Borderlands,X360,2009,Shooter,Take-Two Interactive,94.66
46401,384,Tekken 4,PS2,2002,Fighting,Namco Bandai Games,66.24
62155,385,Battlefield 4,PS4,2013,Shooter,Electronic Arts,44.77
18385,386,LittleBigPlanet 2,PS3,2011,Platform,Sony Computer Entertainment,63.12
51123,387,Grand Theft Auto 2,PS,1998,Action,Take-Two Interactive,64.89
13956,388,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,94.22
9050,389,Spider-Man 2,PS2,2004,Action,Activision,32.61
25271,390,F-1 Race,GB,1990,Racing,Nintendo,28.65
76649,391,FIFA Soccer 2003,PS2,2002,Sports,Electronic Arts,93.9
35698,392,Crash Bash,PS,2000,Misc,Sony Computer Entertainment,45.57
52808,393,LEGO Batman: The Videogame,X360,2008,Action,Warner Bros. Interactive Entertainment,20.29
29230,394,Metal Gear Solid V: The Phantom Pain,PS4,2015,Action,Konami Digital Entertainment,49.45
16472,395,The Legend of Zelda: Spirit Tracks,DS,2009,Action,Nintendo,99.48
29514,396,WWF War Zone,PS,1998,Fighting,Acclaim Entertainment,59.36
71435,397,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,44.02
3664,398,Professor Layton and the Unwound Future,DS,2008,Puzzle,Nintendo,57.39
65594,399,Rugrats: Search For Reptar,PS,1998,Adventure,THQ,85.31
2684,400,Assassin's Creed IV: Black Flag,X360,2013,Action,Ubisoft,56.29
6094,401,English Training: Have Fun Improving Your Skills!,DS,2006,Misc,Nintendo,63.71
938,402,James Bond 007: Nightfire,PS2,2002,Shooter,Electronic Arts,97.29
16409,403,Ratchet & Clank,PS2,2002,Platform,Sony Computer Entertainment,82.88
56065,404,Mario Party 9,Wii,2012,Misc,Nintendo,91.69
88642,405,Star Wars Episode III: Revenge of the Sith,PS2,2005,Action,LucasArts,90.37
31056,406,Max Payne,PS2,2001,Shooter,Take-Two Interactive,47.39
59753,407,The Lord of the Rings: The Return of the King,PS2,2003,Action,Electronic Arts,96.71
80781,408,Assassin's Creed Syndicate,PS4,2015,Action,Ubisoft,62.77
5653,409,Destiny,XOne,2014,Shooter,Activision,77.92
71083,410,True Crime: Streets of LA,PS2,2003,Action,Activision,65.97
73839,411,Wii Music,Wii,2008,Misc,Nintendo,72.86
85235,412,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,83.24
24237,413,Monster Hunter X,3DS,2015,Action,Capcom,72.47
25877,414,Tekken,PS,1995,Fighting,Sony Computer Entertainment,96.94
57869,415,FIFA 16,XOne,2015,Sports,Electronic Arts,57.04
72111,416,L.A. Noire,PS3,2011,Adventure,Take-Two Interactive,83.3
43309,417,Madden NFL 16,PS4,2015,Sports,Electronic Arts,35.82
57557,418,Yokai Watch 2 Ganso/Honke,3DS,2014,Role-Playing,Nintendo,78.44
3180,419,007: Tomorrow Never Dies,PS,1999,Shooter,Electronic Arts,71.31
55420,420,Baseball,NES,1983,Sports,Nintendo,41.98
60991,421,Killer Instinct,SNES,1995,Fighting,Nintendo,91.48
39528,422,WWF SmackDown! 2: Know Your Role,PS,2000,Fighting,THQ,67.87
70753,423,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,41.67
65878,424,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,99.95
63173,425,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,41.37
36050,426,Dance Central,X360,2010,Misc,MTV Games,42.52
63204,427,Enter the Matrix,PS2,2003,Action,Atari,48.4
54424,428,Super Mario Maker,WiiU,2015,Platform,Nintendo,95.17
66443,429,Fallout: New Vegas,PS3,2010,Role-Playing,Bethesda Softworks,64.95
53039,430,Rhythm Heaven,DS,2008,Misc,Nintendo,88.14
40342,431,Ace Combat 04: Shattered Skies,PS2,2001,Simulation,Sony Computer Entertainment Europe,38.88
47332,432,Club Penguin: Elite Penguin Force,DS,2008,Adventure,Disney Interactive Studios,54.96
1650,433,Animal Crossing,GC,2001,Simulation,Nintendo,79.9
51073,434,LEGO Batman: The Videogame,DS,2008,Action,Warner Bros. Interactive Entertainment,64.55
53544,435,Sonic Rush,DS,2005,Platform,Sega,85.89
61475,436,Resident Evil 6,PS3,2012,Shooter,Capcom,41.97
7765,437,Halo: The Master Chief Collection,XOne,2014,Shooter,Microsoft Game Studios,58.87
10920,438,FIFA Soccer 08,PS2,2007,Sports,Electronic Arts,39.69
19611,439,Spider-Man,PS,2000,Action,Activision,50.81
16619,440,Need for Speed III: Hot Pursuit,PS,1998,Racing,Electronic Arts,95.08
49309,441,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,83.03
39982,442,Personal Trainer: Cooking,DS,2006,Misc,Nintendo,20.33
56801,443,The Elder Scrolls IV: Oblivion,PS3,2007,Role-Playing,Ubisoft,99.76
77378,444,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,96.52
36932,445,Heavy Rain,PS3,2010,Adventure,Sony Computer Entertainment,85.1
54681,446,Mass Effect 2,X360,2010,Role-Playing,Electronic Arts,21.92
53170,447,FIFA 15,X360,2014,Sports,Electronic Arts,82.65
72221,448,Dragon Ball Z: Budokai,PS2,2002,Fighting,Atari,20.43
42039,449,Madden NFL 2002,PS2,2001,Sports,Electronic Arts,20.64
20002,450,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,82.09
20373,451,Borderlands 2,X360,2012,Shooter,Take-Two Interactive,75.66
25517,452,The Legend of Zelda: A Link Between Worlds,3DS,2013,Action,Nintendo,93.32
44656,453,Donkey Kong,GB,1994,Platform,Nintendo,56.34
29414,454,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,74.12
61589,455,Mass Effect 3,X360,2012,Role-Playing,Electronic Arts,89.95
18648,456,Kung Fu Panda,X360,2008,Action,Activision,61.74
76847,457,Far Cry 3,X360,2012,Shooter,Ubisoft,61.32
24110,458,Epic Mickey,Wii,2010,Platform,Disney Interactive Studios,87.63
87496,459,Saints Row 2,X360,2008,Action,THQ,81.17
2182,460,Rayman,PS,1995,Platform,Ubisoft,99.25
18290,461,Killzone 2,PS3,2009,Shooter,Sony Computer Entertainment,65.95
56927,462,Tom Clancy's Splinter Cell,XB,2002,Action,Ubisoft,32.64
25494,463,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,31.99
21669,464,WWE SmackDown! Shut Your Mouth,PS2,2002,Sports,THQ,41.42
81898,465,Gears of War: Ultimate Edition,XOne,2015,Shooter,Microsoft Game Studios,24.28
54521,466,NBA 2K13,X360,2012,Sports,Take-Two Interactive,60.05
2330,467,Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007,Fighting,Atari,66.84
6481,468,Middle-Earth: Shadow of Mordor,PS4,2014,Action,Warner Bros. Interactive Entertainment,77.51
48716,469,Star Fox,SNES,1993,Shooter,Nintendo,70.49
14119,470,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,97.86
50479,471,World Soccer Winning Eleven 6 International,PS2,2002,Sports,Konami Digital Entertainment,54.32
1089,472,Devil May Cry,PS2,2001,Action,Capcom,99.13
7786,473,Animal Crossing: Happy Home Designer,3DS,2015,Simulation,Nintendo,73.27
77210,474,Battlefield: Bad Company 2,PS3,2010,Shooter,Electronic Arts,53.24
34078,475,The Sims 4,PC,2014,Simulation,Electronic Arts,94.42
51946,476,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,85.84
12152,477,Sonic Heroes,PS2,2003,Platform,Sega,53.03
64219,478,Kirby Super Star Ultra,DS,2008,Platform,Nintendo,55.85
36937,479,Hitman 2: Silent Assassin,PS2,2002,Action,Eidos Interactive,35.79
65774,480,Street Fighter IV,X360,2009,Fighting,Capcom,73.53
76540,481,Wave Race 64,N64,1996,Racing,Nintendo,70.04
2227,482,SOCOM II: U.S. Navy SEALs,PS2,2003,Shooter,Sony Computer Entertainment,33.24
58371,483,WWE SmackDown! vs. RAW 2006,PS2,2005,Fighting,THQ,55.07
49795,484,inFAMOUS,PS3,2009,Action,Sony Computer Entertainment,31.87
53329,485,Pac-Man Collection,GBA,2001,Puzzle,Atari,87.91
981,486,Mass Effect,X360,2007,Role-Playing,Microsoft Game Studios,44.17
35564,487,WarioWare: Smooth Moves,Wii,2006,Puzzle,Nintendo,43.69
32413,488,Cooking Mama: Cook Off,Wii,2007,Simulation,505 Games,50.72
9092,489,Super Mario World 2: Yoshi's Island,GBA,2002,Platform,Nintendo,45.63
56369,490,FIFA 14,PS4,2013,Sports,Electronic Arts,27.68
87694,491,Titanfall,XOne,2014,Shooter,Electronic Arts,79.4
26881,492,Sonic Mega Collection Plus,PS2,2004,Misc,Sega,89.04
76703,493,Sega Superstars Tennis,X360,2008,Sports,Sega,26.41
45630,494,World Soccer Winning Eleven 7 International,PS2,2003,Sports,Konami Digital Entertainment,36.04
36528,495,Need for Speed: Most Wanted,PS3,2012,Racing,Electronic Arts,75.35
42205,496,Hot Shots Golf 3,PS2,2001,Sports,Sony Computer Entertainment,63.19
63884,497,Call of Duty: Finest Hour,PS2,2004,Shooter,Activision,93.07
17591,498,Zumba Fitness 2,Wii,2011,Sports,Majesco Entertainment,88.9
12021,499,Syphon Filter,PS,1999,Shooter,Sony Computer Entertainment,91.82
45365,500,Imagine: Babyz,DS,2007,Simulation,Ubisoft,38.18
43146,501,Colin McRae Rally,PS,1998,Racing,Codemasters,22.56
30919,502,Call of Duty: Ghosts,XOne,2013,Shooter,Activision,60.26
24182,503,Madden NFL 13,X360,2012,Sports,Electronic Arts,90.62
17449,504,The Elder Scrolls III: Morrowind,XB,2002,Role-Playing,Ubisoft,72.5
85241,505,Mortal Kombat,PS3,2011,Fighting,Warner Bros. Interactive Entertainment,98.69
10655,506,F-Zero,SNES,1990,Racing,Nintendo,86.92
13203,507,Yoshi's Story,N64,1997,Platform,Nintendo,49.02
73451,508,Command & Conquer: Red Alert,PC,1996,Strategy,Virgin Interactive,31.39
84818,509,Skylanders: Spyro's Adventure,Wii,2011,Action,Activision,98.17
37812,510,FIFA 16,PS3,2015,Sports,Electronic Arts,87.99
22625,511,Assassin's Creed: Brotherhood,PS3,2010,Action,Ubisoft,86.66
87254,512,BioShock,X360,2007,Shooter,Take-Two Interactive,57.73
13630,513,Madden NFL 10,X360,2009,Sports,Electronic Arts,73.89
38748,514,Medal of Honor,PS3,2010,Shooter,Electronic Arts,79.47
75895,515,WWE SmackDown! vs. Raw,PS2,2002,Fighting,THQ,55.11
31551,516,Metroid Prime,GC,2002,Shooter,Nintendo,48.89
46654,517,Finding Nemo,GBA,2003,Action,THQ,41.21
62593,518,Myst,PC,1994,Adventure,Red Orb,79.54
44745,519,Need for Speed: Hot Pursuit,PS3,2010,Racing,Electronic Arts,30.96
54052,520,Imagine: Fashion Designer,DS,2007,Simulation,Ubisoft,59.25
31257,521,WWE SmackDown! Here Comes the Pain,PS2,2003,Fighting,THQ,26.84
41484,522,Star Wars: The Force Unleashed,X360,2008,Action,LucasArts,91.05
74499,523,Yoshi's Island DS,DS,2006,Platform,Nintendo,39.84
52315,524,Hot Shots Golf,PS,1997,Sports,Sony Computer Entertainment,90.77
47685,525,Killzone 3,PS3,2011,Shooter,Sony Computer Entertainment,85.87
84600,526,A Bug's Life,PS,1998,Platform,Sony Computer Entertainment,78.87
53143,527,WWF SmackDown! Just Bring It,PS2,2001,Fighting,THQ,88.42
11540,528,Dragon Quest V: Tenkuu no Hanayome,SNES,1992,Role-Playing,Enix Corporation,85.92
28050,529,Mortal Kombat Trilogy,PS,1996,Fighting,GT Interactive,35.07
9452,530,Battlefield 3,PC,2011,Shooter,Electronic Arts,62.87
69981,531,NBA Street,PS2,2001,Sports,Electronic Arts,99.17
88306,532,Professor Layton and the Last Specter,DS,2009,Puzzle,Nintendo,56.64
62983,533,Monster Hunter Tri,3DS,2011,Role-Playing,Nintendo,45.58
20437,534,Jak II,PS2,2003,Platform,Sony Computer Entertainment,36.62
17411,535,inFAMOUS: Second Son,PS4,2014,Action,Sony Computer Entertainment,30.55
47868,536,Ratchet & Clank: Going Commando,PS2,2003,Platform,Sony Computer Entertainment,65.29
22041,537,Tekken 6,PS3,2009,Fighting,Namco Bandai Games,57.43
64312,538,The Sims,PS2,2003,Simulation,Electronic Arts,59.97
51263,539,Sonic and the Secret Rings,Wii,2007,Platform,Sega,93.36
44925,540,Saints Row: The Third,X360,2011,Action,THQ,21.34
20064,541,Missile Command,2600,1980,Shooter,Atari,37.3
7619,542,Mario Paint,SNES,1992,Misc,Nintendo,94.97
1139,543,Assassin's Creed IV: Black Flag,PS4,2013,Action,Ubisoft,55.29
82398,544,Pokémon Stadium 2,N64,2000,Strategy,Nintendo,54.62
49891,545,Metroid,NES,1986,Action,Nintendo,54.36
22207,546,L.A. Noire,X360,2011,Adventure,Take-Two Interactive,23.03
78071,547,Call of Duty 3,X360,2006,Shooter,Activision,93.22
32183,548,The Legend of Zelda: A Link to the Past,GBA,2002,Action,Nintendo,48.18
30641,549,Onimusha: Warlords,PS2,2001,Action,Virgin Interactive,48.71
19716,550,Mortal Kombat X,PS4,2015,Fighting,Warner Bros. Interactive Entertainment,96.63
55440,551,Mario Party,N64,1998,Misc,Nintendo,44.8
49859,552,Madden NFL 12,X360,2011,Sports,Electronic Arts,70.13
75255,553,LEGO Star Wars II: The Original Trilogy,PS2,2006,Action,LucasArts,92.26
63856,554,Madden NFL 11,X360,2010,Sports,Electronic Arts,63.88
4498,555,Mario vs. Donkey Kong: Mini-Land Mayhem!,DS,2010,Puzzle,Nintendo,95.86
25010,556,Skate 3,X360,2010,Sports,Electronic Arts,36.95
42124,557,Burnout 3: Takedown,PS2,2004,Racing,Electronic Arts,37.06
42937,558,Yokai Watch 2 Shinuchi,3DS,2014,Role-Playing,Level 5,70.62
20581,559,Need for Speed: Shift,PS3,2009,Racing,Electronic Arts,64.26
39690,560,Final Fantasy XIII-2,PS3,2011,Role-Playing,Square Enix,48.25
5869,561,Mortal Kombat,GEN,1992,Fighting,Arena Entertainment,92.12
84091,562,Call Of Duty 2: Big Red One,PS2,2005,Shooter,Activision,55.9
37780,563,Guitar Hero: World Tour,X360,2008,Misc,Activision,99.37
19202,564,Medal of Honor,PS,1998,Shooter,Electronic Arts,89.51
86155,565,Fable,XB,2004,Role-Playing,Microsoft Game Studios,99.33
51889,566,Hannah Montana,DS,2006,Action,Disney Interactive Studios,72.98
67473,567,Tom Clancy's Splinter Cell,PS2,2003,Action,Ubisoft,94.18
50355,568,Skylanders Giants,Wii,2012,Action,Activision,90.8
60770,569,Medal of Honor Heroes,PSP,2006,Shooter,Electronic Arts,61.1
78766,570,Super Mario Bros.: The Lost Levels,NES,1986,Platform,Nintendo,66.76
10008,571,Star Wars: Shadows of the Empire,N64,1996,Action,Nintendo,52.57
10416,572,LEGO Star Wars: The Complete Saga,X360,2007,Action,LucasArts,66.89
29411,573,Midnight Club: Street Racing,PS2,2000,Racing,Take-Two Interactive,37.74
68539,574,Pac-Man: Adventures in Time,PSP,2006,Fighting,Sony Computer Entertainment,86.82
25981,575,Halo Wars,X360,2009,Strategy,Microsoft Game Studios,66.38
73844,576,God of War Collection,PS3,2009,Action,Sony Computer Entertainment,75.14
56491,577,ESPN NFL 2K5,PS2,2004,Sports,Sega,86.32
77017,578,Mario Strikers Charged,Wii,2007,Sports,Nintendo,39.14
15149,579,Medal of Honor,X360,2010,Shooter,Electronic Arts,77.49
7896,580,FIFA Soccer 10,X360,2009,Sports,Electronic Arts,65.07
42065,581,NBA 2K12,X360,2011,Sports,Take-Two Interactive,92.28
65717,582,Style Savvy,DS,2008,Simulation,Nintendo,24.95
83297,583,Harry Potter and the Chamber of Secrets,PS2,2002,Action,Electronic Arts,70.95
3591,584,Super Mario All-Stars: Limited Edition,Wii,2010,Platform,Nintendo,64.76
12462,585,Streets of Rage,GEN,1990,Action,Sega,71.88
39879,586,FIFA Soccer 09,PS3,2008,Sports,Electronic Arts,55.75
84297,587,Ratchet & Clank Future: Tools of Destruction,PS3,2007,Platform,Sony Computer Entertainment,36.14
37120,588,NBA Live 2005,PS2,2004,Sports,Electronic Arts,59.38
45021,589,LittleBigPlanet,PSP,2009,Platform,Sony Computer Entertainment,69.68
12497,590,Killzone: Shadow Fall,PS4,2013,Shooter,Sony Computer Entertainment,55.12
5576,591,Ghostbusters: The Video Game (DS Version),X360,2009,Action,Take-Two Interactive,45.41
62893,592,Monster Hunter Freedom 2,PSP,2007,Role-Playing,Capcom,23.06
44153,593,WWE SmackDown vs. RAW 2007,PS2,2006,Fighting,THQ,34.53
74782,594,Ratchet & Clank: Up Your Arsenal,PS2,2004,Platform,Sony Computer Entertainment,86.47
71168,595,Art Academy,DS,2010,Misc,Nintendo,55.31
61809,596,Dragon Age: Origins,X360,2009,Role-Playing,Electronic Arts,41.12
9399,597,Madden NFL 08,PS2,2007,Sports,Electronic Arts,95.87
69827,598,Sonic Adventure 2 Battle,GC,2001,Platform,Sega,20.37
24067,599,Dragon Warrior II,NES,1987,Role-Playing,Enix Corporation,35.99
35620,600,Madden NFL 13,PS3,2012,Sports,Electronic Arts,50.44
2308,601,Pokémon Colosseum,GC,2003,Role-Playing,Nintendo,77.44
49831,602,Deca Sports,Wii,2008,Sports,Konami Digital Entertainment,34.44
79434,603,Madden NFL 09,X360,2008,Sports,Electronic Arts,75.68
89938,604,Crazy Taxi,PS2,2001,Racing,Acclaim Entertainment,83.77
26097,605,Perfect Dark,N64,2000,Action,Nintendo,52.27
87083,606,Game Party,Wii,2007,Misc,Midway Games,92.12
29243,607,Dragon Warrior,NES,1986,Role-Playing,Capcom,70.22
5161,608,Tomb Raider (2013),PS3,2013,Action,Square Enix,47.39
41638,609,Marvel: Ultimate Alliance,X360,2006,Role-Playing,Activision,51.46
63601,610,PES 2009: Pro Evolution Soccer,PS2,2008,Sports,Konami Digital Entertainment,53.1
74313,611,Mario Party 2,N64,1999,Misc,Nintendo,71.6
71402,612,Saints Row: The Third,PS3,2011,Action,THQ,22.29
12845,613,Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City,XB,2003,Action,Take-Two Interactive,57.92
55235,614,LEGO Harry Potter: Years 1-4,Wii,2010,Action,Warner Bros. Interactive Entertainment,70.3
42089,615,Mortal Kombat: Deadly Alliance,PS2,2002,Fighting,Midway Games,85.62
22519,616,Resistance 2,PS3,2008,Shooter,Sony Computer Entertainment,99.52
55040,617,Pure,X360,2008,Racing,Disney Interactive Studios,33.16
20424,618,Tomb Raider: The Last Revelation,PS,1998,Action,Eidos Interactive,85.61
8467,619,NBA 2K13,PS3,2012,Sports,Take-Two Interactive,52.68
40211,620,NBA 2K14,X360,2013,Sports,Take-Two Interactive,21.59
3835,621,Mario Party 4,GC,2002,Misc,Nintendo,70.06
48986,622,uDraw Studio,Wii,2010,Misc,THQ,47.55
19021,623,Midnight Club: Los Angeles,PS3,2008,Racing,Take-Two Interactive,86.26
72363,624,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,33.04
12140,625,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,40.23
81507,626,Twisted Metal 2,PS,1996,Racing,Sony Computer Entertainment,88.81
42600,627,Halo: Combat Evolved Anniversary,X360,2011,Shooter,Microsoft Game Studios,64.45
83371,628,Need for Speed Carbon: Own the City,PSP,2006,Racing,Electronic Arts,62.49
9013,629,The Sims: Bustin' Out,PS2,2003,Simulation,Electronic Arts,27.07
28225,630,Riven: The Sequel to Myst,PC,1997,Adventure,Red Orb,75.91
88063,631,Tom Clancy's Rainbow Six: Vegas 2,X360,2008,Shooter,Ubisoft,51.82
41015,632,Sonic Adventure,DC,1998,Platform,Sega,91.58
21087,633,Ice Hockey,NES,1988,Sports,Nintendo,22.79
77019,634,pro evolution soccer 2011,PS3,2010,Sports,Konami Digital Entertainment,43.17
55371,635,Dragon Ball Z: Budokai 2,PS2,2003,Fighting,Atari,72.38
29814,636,ATV Offroad Fury,PS2,2001,Racing,Sony Computer Entertainment,45.49
36200,637,Dino Crisis,PS,1998,Action,Capcom,38.53
41673,638,Minecraft,XOne,2014,Misc,Microsoft Game Studios,30.29
33679,639,Need for Speed: ProStreet,PS2,2007,Racing,Electronic Arts,99.75
20120,640,Madden NFL 16,XOne,2015,Sports,Electronic Arts,33.12
23941,641,Tetris Plus,PS,1996,Puzzle,JVC,68.55
85891,642,Pro Wrestling,NES,1987,Fighting,Nintendo,54.87
41731,643,Theme Hospital,PC,1997,Strategy,Electronic Arts,50.72
23543,644,Need for Speed (2015),PS4,2015,Racing,Electronic Arts,29.19
5987,645,Zumba Fitness,X360,2010,Sports,505 Games,28.38
81054,646,Monopoly,PC,1994,Misc,Hasbro Interactive,64.78
35600,647,Batman: Arkham Origins,PS3,2013,Action,Warner Bros. Interactive Entertainment,26.9
37896,648,Dead Island,X360,2011,Action,Deep Silver,37.58
55415,649,Guitar Hero,PS2,2005,Misc,RedOctane,23.96
3462,650,LEGO Star Wars: The Complete Saga,PS3,2007,Action,LucasArts,28.05
89423,651,Kinect: Disneyland Adventures,X360,2011,Misc,Microsoft Game Studios,88.97
72592,652,WCW/nWo Revenge,N64,1998,Fighting,THQ,43.85
48865,653,Bloodborne,PS4,2015,Action,Sony Computer Entertainment,94.65
76105,654,NBA 2K15,PS4,2014,Sports,Take-Two Interactive,21.69
57809,655,Madden NFL 11,PS3,2010,Sports,Electronic Arts,23.08
89897,656,Yu-Gi-Oh! The Duelists of the Roses,PS2,2001,Misc,Konami Digital Entertainment,70.32
41657,657,Madden NFL 08,X360,2007,Sports,Electronic Arts,45.19
11161,658,Half-Life 2,PC,2004,Shooter,Vivendi Games,97.83
8202,659,The Incredibles,PS2,2004,Action,THQ,57.85
75168,660,Tony Hawk's Underground 2,PS2,2004,Sports,Activision,54.38
69260,661,Madden NFL 10,PS3,2009,Sports,Electronic Arts,67.29
86091,662,Kinect Sports: Season Two,X360,2011,Sports,Microsoft Game Studios,20.64
37894,663,Kirby's Dream Land 2,GB,1995,Platform,Nintendo,76.36
25762,664,LEGO Harry Potter: Years 1-4,DS,2010,Action,Warner Bros. Interactive Entertainment,26.6
55837,665,Donkey Kong Land II,GB,1996,Platform,Nintendo,32.17
27567,666,Dragon Warrior Monsters,GB,1998,Role-Playing,Eidos Interactive,59.41
57080,667,Midnight Club: Los Angeles,X360,2008,Racing,Take-Two Interactive,27.81
66679,668,Skylanders SWAP Force,Wii,2013,Platform,Activision,54.41
15888,669,WWE SmackDown vs Raw 2008,PS2,2007,Fighting,THQ,27.12
16060,670,My Fitness Coach,Wii,2008,Sports,Ubisoft,95.68
63501,671,Resident Evil - Code: Veronica X,PS2,2001,Action,Capcom,69.69
87455,672,The Sims 3,X360,2010,Simulation,Electronic Arts,99.55
75506,673,The Legend of Zelda: Majora's Mask 3D,3DS,2015,Action,Nintendo,22.67
26927,674,NBA 2K16,XOne,2015,Sports,Take-Two Interactive,89.04
58046,675,Just Dance Kids,Wii,2010,Misc,Ubisoft,46.74
9794,676,Mario Tennis,N64,2000,Sports,Nintendo,53.52
78628,677,Grand Theft Auto,PS,1997,Action,Take-Two Interactive,54.9
88411,678,James Bond 007: Everything or Nothing,PS2,2004,Shooter,Electronic Arts,35.98
25207,679,WarioWare Touched!,DS,2004,Puzzle,Nintendo,36.84
76962,680,Need For Speed: High Stakes,PS,1999,Racing,Electronic Arts,77.99
71814,681,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,25.31
61125,682,Cool Boarders 3,PS,1998,Sports,989 Studios,95.41
89321,683,LEGO Marvel Super Heroes,X360,2013,Action,Warner Bros. Interactive Entertainment,66.11
77051,684,Guild Wars 2,PC,2012,Action,NCSoft,83.51
2612,685,Pokemon Ranger: Shadows of Almia,DS,2008,Role-Playing,Nintendo,79.64
8499,686,Dead Island,PS3,2011,Action,Deep Silver,72.32
49084,687,Tomb Raider II,PC,1997,Action,Eidos Interactive,40.11
42469,688,God of War: Ascension,PS3,2013,Action,Sony Computer Entertainment,55.12
12489,689,Need for Speed Underground 2,XB,2004,Racing,Electronic Arts,66.25
29477,690,Pro Evolution Soccer 2010,PS3,2009,Sports,Konami Digital Entertainment,38.52
28411,691,Just Dance 2015,Wii,2014,Misc,Ubisoft,71.01
61695,692,Yokai Watch Busters,3DS,2015,Action,Level 5,46.13
49116,693,Mario Bros.,NES,1983,Platform,Nintendo,55.54
30898,694,FIFA Soccer 09,PS2,2008,Sports,Electronic Arts,29.5
44891,695,Star Wars: The Force Unleashed,PS3,2008,Action,LucasArts,20.77
59028,696,Borderlands 2,PS3,2012,Shooter,Take-Two Interactive,24.04
37723,697,TOCA Touring Car Championship,PS,1997,Racing,Codemasters,43.68
86457,698,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,22.38
27627,699,Sonic's Ultimate Genesis Collection,PS3,2009,Misc,Sega,75.73
46506,700,Super Monkey Ball: Banana Blitz,Wii,2006,Misc,Sega,45.63
28293,701,Kirby: Nightmare in Dream Land,GBA,2002,Platform,Nintendo,62.43
73447,702,Wario Land 4,GBA,2001,Platform,Nintendo,59.56
19081,703,Guitar Hero III: Legends of Rock,PS3,2007,Misc,Activision,66.39
7653,704,Resident Evil 4,Wii,2007,Action,Capcom,76.15
